Booking date,Booking ID,Reservation date,Rate plan type,Number of rooms booked,Price
2019-11-03,bca9111c-3204-43f5-9285-aafa00e18fbc,2019-11-06,Miscellaneous,1,15.77
2019-11-03,9373037c-6a3f-4842-883a-aafa017e37be,2019-11-29,Miscellaneous,1,183
2019-11-03,ca5bb4e8-5119-475a-9fa0-aafa00d33420,2019-11-08,Miscellaneous,1,25.9
2019-11-03,abe5b0c8-cb49-44f0-96bd-aafa00fa82e1,2019-11-06,Miscellaneous,1,18
2019-11-03,92cce84d-a5f3-4ecf-bbf6-aafa015ecf58,2019-11-04,Miscellaneous,1,18.2
2019-11-03,e58d90e3-05c8-4706-9ee8-aafa00e06d5c,2019-12-22,Miscellaneous,1,22.8
2019-11-03,92cce84d-a5f3-4ecf-bbf6-aafa015ecf58,2019-11-05,Miscellaneous,1,21.7
2019-11-03,ca5bb4e8-5119-475a-9fa0-aafa00d33420,2019-11-09,Miscellaneous,1,36.77
2019-11-03,4602d89c-ca2a-4576-91c7-aafa01262619,2019-11-08,Miscellaneous,1,25.9
2019-11-03,36a48c35-55cc-4331-ad8c-aafa00a9d994,2019-11-22,Miscellaneous,1,23.49
2019-11-03,c68b89de-c2da-438d-8343-aafa00b27eaa,2019-12-21,Miscellaneous,1,21.17
2019-11-03,4e4468e6-dbf1-4de3-8e13-aafa01211cfc,2019-11-10,Miscellaneous,1,15.77
2019-11-03,8a3cb703-a047-438d-baae-aafa0018747d,2019-11-07,Miscellaneous,1,18
2019-11-03,52ad5137-fe13-43cc-a91d-aafa008445ee,2019-11-09,Miscellaneous,1,41.94
2019-11-03,4ca46b07-0184-498b-a968-aafa015bb406,2019-12-06,Miscellaneous,1,34.3
2019-11-03,256d0a44-9e53-4ba9-89b2-aafa01682f0e,2019-11-21,Miscellaneous,1,21
2019-11-03,ca5bb4e8-5119-475a-9fa0-aafa00d33420,2019-11-07,Miscellaneous,1,16.6
2019-11-03,c689f631-4e28-4952-8864-aafa01262de1,2019-11-30,Miscellaneous,1,27.39
2019-11-03,e58d90e3-05c8-4706-9ee8-aafa00e06d5c,2019-12-23,Miscellaneous,1,21.6
2019-11-03,c8c74a79-93f6-4d16-bbfa-aafa014583dc,2019-11-07,Miscellaneous,1,16.6
2019-11-03,52ad5137-fe13-43cc-a91d-aafa008445ee,2019-11-11,Miscellaneous,1,18
2019-11-03,9c664612-4260-41e4-a941-aafa015e4ca1,2019-11-04,Miscellaneous,1,18.2
2019-11-03,e58d90e3-05c8-4706-9ee8-aafa00e06d5c,2019-12-27,Miscellaneous,1,36.5
2019-11-03,63e2bebc-d40b-4a5c-adfa-aafa002d02d3,2019-11-12,Miscellaneous,1,17.43
2019-11-03,4dae43cc-da9e-45a3-b3f8-aafa00e06d5c,2019-12-27,Miscellaneous,1,36.5
2019-11-02,c5ce8d43-b604-416a-adcb-aaf90131d8a9,2019-11-07,Miscellaneous,1,16.6
2019-11-02,4cdba083-de62-41b2-ab10-aaf900be6204,2019-11-11,Miscellaneous,1,114
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-13,Miscellaneous,1,27.6
2019-11-02,6b8f4bbd-d6b4-4ffa-881b-aaf9008f59af,2019-11-04,Miscellaneous,1,17.09
2019-11-02,1186af25-f09c-4e87-9f99-aaf900e4d6e7,2019-11-16,Miscellaneous,1,41.8
2019-11-02,cdc969bb-82b6-4728-b9b2-aaf900d6911a,2019-11-05,Miscellaneous,1,21.7
2019-11-02,aee6d9c7-d641-4ca6-8bab-aaf900a751e1,2019-11-09,Miscellaneous,1,36.77
2019-11-02,b0cdba63-2395-4cf3-acf9-aaf90086d800,2019-11-02,Miscellaneous,1,40.7
2019-11-02,8de9e8f6-34f3-4c0e-8d71-aaf90108798e,2019-11-04,Miscellaneous,1,120.6
2019-11-02,1186af25-f09c-4e87-9f99-aaf900e4d6e7,2019-11-19,Miscellaneous,1,21.9
2019-11-02,62e37fcf-a9d3-45ef-a6ca-aaf9005d49fa,2019-11-09,Miscellaneous,1,36.77
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-05,Miscellaneous,1,18.92
2019-11-02,345d12dd-1331-414d-b9d6-aaf9017ad118,2019-11-05,Miscellaneous,1,18.92
2019-11-02,63b6dc34-8fa5-4e18-bc25-aaf901172b66,2019-11-16,Miscellaneous,1,33.03
2019-11-02,96a8ac08-f025-4d45-9075-aaf900f14f9a,2019-11-05,Miscellaneous,1,18.92
2019-11-02,4cdba083-de62-41b2-ab10-aaf900be6204,2019-11-10,Miscellaneous,1,114
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-23,Miscellaneous,1,29.13
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-22,Miscellaneous,1,23.49
2019-11-02,9bf2ff89-8e27-48f1-8c5d-aaf90022336b,2019-11-01,Miscellaneous,1,35.4
2019-11-02,90b7b483-beb5-418f-bcd3-aaf900f446de,2019-11-04,Miscellaneous,1,15.85
2019-11-02,7ea41308-6e06-4a69-a2df-aaf900f8212f,2019-11-05,Miscellaneous,1,18.92
2019-11-02,887ef00a-b870-499a-9393-aaf90097fad4,2019-11-04,Miscellaneous,1,15.85
2019-11-02,a421c842-c9f9-498a-adc8-aaf90100e7ba,2019-12-04,Miscellaneous,1,24.2
2019-11-02,c5ce8d43-b604-416a-adcb-aaf90131d8a9,2019-11-06,Miscellaneous,1,15.77
2019-11-02,345d12dd-1331-414d-b9d6-aaf9017ad118,2019-11-06,Miscellaneous,1,15.77
2019-11-02,aee6d9c7-d641-4ca6-8bab-aaf900a751e1,2019-11-07,Miscellaneous,1,16.6
2019-11-02,1408e9e9-8f55-4ba7-9649-aaf90001faa0,2019-11-01,Miscellaneous,1,39.9
2019-11-02,c5ce8d43-b604-416a-adcb-aaf90131d8a9,2019-11-08,Miscellaneous,1,25.9
2019-11-02,6d87ac5f-c9df-4d19-b56b-aaf9016b92e9,2019-11-07,Miscellaneous,1,16.6
2019-11-02,1186af25-f09c-4e87-9f99-aaf900e4d6e7,2019-11-18,Miscellaneous,1,20.8
2019-11-02,7ea41308-6e06-4a69-a2df-aaf900f8212f,2019-11-06,Miscellaneous,1,15.77
2019-11-02,2287ee96-c796-42a2-9820-aaf9014404e6,2019-11-11,Miscellaneous,1,114
2019-11-02,7ea41308-6e06-4a69-a2df-aaf900f8212f,2019-11-03,Miscellaneous,1,16.35
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-14,Miscellaneous,1,31.2
2019-11-02,aee6d9c7-d641-4ca6-8bab-aaf900a751e1,2019-11-08,Miscellaneous,1,25.9
2019-11-02,62e37fcf-a9d3-45ef-a6ca-aaf9005d49fa,2019-11-10,Miscellaneous,1,15.77
2019-11-02,96a8ac08-f025-4d45-9075-aaf900f14f9a,2019-11-06,Miscellaneous,1,15.77
2019-11-02,7e0ac1d2-7ec7-4058-a5ca-aaf9013b7969,2019-11-05,Miscellaneous,1,18.92
2019-11-02,aee6d9c7-d641-4ca6-8bab-aaf900a751e1,2019-11-05,Miscellaneous,1,18.92
2019-11-02,63b6dc34-8fa5-4e18-bc25-aaf901172b66,2019-11-17,Miscellaneous,1,15.77
2019-11-02,7ea41308-6e06-4a69-a2df-aaf900f8212f,2019-11-04,Miscellaneous,1,15.85
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-19,Miscellaneous,1,17.26
2019-11-02,6d87ac5f-c9df-4d19-b56b-aaf9016b92e9,2019-11-08,Miscellaneous,1,25.9
2019-11-02,dc7ee612-381d-4920-9e16-aaf900f14f9a,2019-11-04,Miscellaneous,1,15.85
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-04,Miscellaneous,1,15.85
2019-11-02,cdc969bb-82b6-4728-b9b2-aaf900d6911a,2019-11-06,Miscellaneous,1,18
2019-11-02,1636ba92-06be-4eaa-bdee-aaf900e7fdb0,2019-11-04,Miscellaneous,1,15.85
2019-11-02,a421c842-c9f9-498a-adc8-aaf90100e7ba,2019-12-06,Miscellaneous,1,34.3
2019-11-02,cdc969bb-82b6-4728-b9b2-aaf900d6911a,2019-11-04,Miscellaneous,1,18
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-11,Miscellaneous,1,24.3
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-12,Miscellaneous,1,25
2019-11-02,aee6d9c7-d641-4ca6-8bab-aaf900a751e1,2019-11-06,Miscellaneous,1,15.77
2019-11-02,8de9e8f6-34f3-4c0e-8d71-aaf90108798e,2019-11-05,Miscellaneous,1,144
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-21,Miscellaneous,1,20.5
2019-11-02,4e8702a3-9180-4404-9bda-aaf900d2cb92,2019-11-03,Miscellaneous,1,18.8
2019-11-02,7e0ac1d2-7ec7-4058-a5ca-aaf9013b7969,2019-11-04,Miscellaneous,1,15.85
2019-11-02,4e8702a3-9180-4404-9bda-aaf900d2cb92,2019-11-04,Miscellaneous,1,18
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-07,Miscellaneous,1,16.6
2019-11-02,7e0ac1d2-7ec7-4058-a5ca-aaf9013b7969,2019-11-03,Miscellaneous,1,16.35
2019-11-02,993df7f0-0b57-492f-8529-aaf900e14f0c,2019-11-09,Miscellaneous,1,46.6
2019-11-02,2287ee96-c796-42a2-9820-aaf9014404e6,2019-11-10,Miscellaneous,1,114
2019-11-02,96a8ac08-f025-4d45-9075-aaf900f14f9a,2019-11-04,Miscellaneous,1,15.85
2019-11-02,c5ce8d43-b604-416a-adcb-aaf90131d8a9,2019-11-05,Miscellaneous,1,18.92
2019-11-02,dc7ee612-381d-4920-9e16-aaf900f14f9a,2019-11-05,Miscellaneous,1,18.92
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-08,Miscellaneous,1,24.2
2019-11-02,a5fb61e7-529b-47d4-bd65-aaf9011abab3,2019-11-23,Miscellaneous,1,225.6
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-18,Miscellaneous,1,16.43
2019-11-02,1636ba92-06be-4eaa-bdee-aaf900e7fdb0,2019-11-05,Miscellaneous,1,18.92
2019-11-02,4e8702a3-9180-4404-9bda-aaf900d2cb92,2019-11-05,Miscellaneous,1,21.7
2019-11-02,6d87ac5f-c9df-4d19-b56b-aaf9016b92e9,2019-11-06,Miscellaneous,1,15.77
2019-11-02,73209020-9efd-4f9c-89a1-aaf90054af2b,2019-12-06,Miscellaneous,1,33.1
2019-11-02,a421c842-c9f9-498a-adc8-aaf90100e7ba,2019-12-05,Miscellaneous,1,25.2
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-09,Miscellaneous,1,24.2
2019-11-02,dc7ee612-381d-4920-9e16-aaf900f14f9a,2019-11-06,Miscellaneous,1,15.77
2019-11-02,63b6dc34-8fa5-4e18-bc25-aaf901172b66,2019-11-15,Miscellaneous,1,24.82
2019-11-02,1636ba92-06be-4eaa-bdee-aaf900e7fdb0,2019-11-03,Miscellaneous,1,16.35
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-24,Miscellaneous,1,15.77
2019-11-02,6d87ac5f-c9df-4d19-b56b-aaf9016b92e9,2019-11-09,Miscellaneous,1,36.77
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-09,Miscellaneous,1,36.77
2019-11-02,73209020-9efd-4f9c-89a1-aaf90054af2b,2019-12-05,Miscellaneous,1,24
2019-11-02,1186af25-f09c-4e87-9f99-aaf900e4d6e7,2019-11-17,Miscellaneous,1,20
2019-11-02,6b8f4bbd-d6b4-4ffa-881b-aaf9008f59af,2019-11-05,Miscellaneous,1,20.4
2019-11-02,4cdba083-de62-41b2-ab10-aaf900be6204,2019-11-09,Miscellaneous,1,265.8
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-08,Miscellaneous,1,25.9
2019-11-02,9b11ed13-5f60-44cd-9fcd-aaf9016d5ca1,2019-11-20,Miscellaneous,1,17.76
2019-11-02,5d1fc3a3-ea96-4f3d-bdf5-aaf9008005aa,2019-11-06,Miscellaneous,1,18
2019-11-02,c18dc740-51aa-4337-8966-aaf901171fa5,2019-11-06,Miscellaneous,1,15.77
2019-11-02,b0cdba63-2395-4cf3-acf9-aaf90086d800,2019-11-03,Miscellaneous,1,18.8
2019-11-02,62e37fcf-a9d3-45ef-a6ca-aaf9005d49fa,2019-11-11,Miscellaneous,1,15.77
2019-11-02,12a99b27-0b38-4b44-a89c-aaf90100d553,2019-12-10,Miscellaneous,1,24.2
2019-11-01,0e639f92-343d-4678-99ad-aaf800ef6adb,2019-12-01,Miscellaneous,1,19.09
2019-11-01,1f1c7894-06bb-4856-ad95-aaf80142e34c,2019-11-01,Miscellaneous,1,35.4
2019-11-01,5e01e92a-591f-4b62-849f-aaf801757d51,2019-11-23,Miscellaneous,1,29.13
2019-11-01,0e3bc54a-d879-40f1-b60b-aaf80171a184,2019-11-11,Miscellaneous,1,15.77
2019-11-01,5b2af24a-846b-487f-bcd7-aaf8014f3109,2019-11-05,Miscellaneous,1,18.92
2019-11-01,3b7a1c03-b873-4838-b9b8-aaf800ed6b5f,2019-12-02,Miscellaneous,1,19.09
2019-11-01,a6162f14-4e4f-4e14-919e-aaf800b4fb6b,2019-11-03,Miscellaneous,1,21.78
2019-11-01,cf19ce7e-b55b-4135-802f-aaf80157bd12,2019-11-15,Miscellaneous,1,24.82
2019-11-01,cf19ce7e-b55b-4135-802f-aaf80157bd12,2019-11-17,Miscellaneous,1,15.77
2019-11-01,cf7e448e-59aa-482e-8bff-aaf80171a184,2019-11-09,Miscellaneous,1,36.77
2019-11-01,37b81365-063a-4940-b7b5-aaf8018022d2,2019-11-08,Miscellaneous,1,31.2
2019-11-01,bf1ca11a-1f02-4597-90ef-aaf8011cbb15,2019-11-19,Group,1,77.52
2019-11-01,6d1e03a7-0f76-4a79-8e6a-aaf8017847c8,2019-11-01,Miscellaneous,1,35.4
2019-11-01,bf8d753e-84ec-441c-8205-aaf800c13949,2019-11-05,Miscellaneous,1,18.92
2019-11-01,965a63fb-6a62-43ab-aadf-aaf800bf47e1,2019-11-17,Miscellaneous,1,19
2019-11-01,a6162f14-4e4f-4e14-919e-aaf800b4fb6b,2019-11-01,Miscellaneous,1,21.78
2019-11-01,6bd9d9e6-749a-4d65-a9a1-aaf800bf1e60,2019-11-01,Miscellaneous,1,35.4
2019-11-01,eac12473-b244-490a-92c3-aaf801757d51,2019-11-23,Miscellaneous,1,29.13
2019-11-01,bf1ca11a-1f02-4597-90ef-aaf8011cbb15,2019-11-17,Group,1,77.52
2019-11-01,cf19ce7e-b55b-4135-802f-aaf80157bd12,2019-11-13,Miscellaneous,1,17.35
2019-11-01,0e3bc54a-d879-40f1-b60b-aaf80171a184,2019-11-09,Miscellaneous,1,36.77
2019-11-01,a6162f14-4e4f-4e14-919e-aaf800b4fb6b,2019-11-04,Miscellaneous,1,30.96
2019-11-01,b7a3e8ae-8b9d-479f-a79b-aaf800dbef73,2019-11-06,Miscellaneous,1,18
2019-11-01,c4d27d0e-a085-4076-95b6-aaf8014dbb12,2019-11-01,Miscellaneous,1,35.4
2019-11-01,0a9d4929-3ba9-48dc-a9ee-aaf8011c8942,2019-11-01,Miscellaneous,1,0
2019-11-01,5b2af24a-846b-487f-bcd7-aaf8014f3109,2019-11-04,Miscellaneous,1,15.85
2019-11-01,bf8d753e-84ec-441c-8205-aaf800c13949,2019-11-03,Miscellaneous,1,16.35
2019-11-01,bf8d753e-84ec-441c-8205-aaf800c13949,2019-11-04,Miscellaneous,1,15.85
2019-11-01,b7a3e8ae-8b9d-479f-a79b-aaf800dbef73,2019-11-07,Miscellaneous,1,18
2019-11-01,3b7a1c03-b873-4838-b9b8-aaf800ed6b5f,2019-11-29,Miscellaneous,1,24.07
2019-11-01,5e01e92a-591f-4b62-849f-aaf801757d51,2019-11-22,Miscellaneous,1,23.49
2019-11-01,5b2af24a-846b-487f-bcd7-aaf8014f3109,2019-11-07,Miscellaneous,1,16.6
2019-11-01,deebf6f6-58ea-48f8-bee6-aaf800f3643f,2019-11-01,Miscellaneous,1,30.88
2019-11-01,bf8d753e-84ec-441c-8205-aaf800c13949,2019-11-06,Miscellaneous,1,15.77
2019-11-01,58c75ce0-acf4-4c47-8b0c-aaf8017b6ab2,2019-11-01,Miscellaneous,1,30.88
2019-11-01,0e639f92-343d-4678-99ad-aaf800ef6adb,2019-11-30,Miscellaneous,1,27.39
2019-11-01,cf7e448e-59aa-482e-8bff-aaf80171a184,2019-11-10,Miscellaneous,1,15.77
2019-11-01,59078991-9920-47b1-98d1-aaf80142e34c,2019-11-01,Miscellaneous,1,35.4
2019-11-01,fc599bb7-3457-4280-a49e-aaf800bf1e60,2019-11-01,Miscellaneous,1,35.4
2019-11-01,b7a3e8ae-8b9d-479f-a79b-aaf800dbef73,2019-11-08,Miscellaneous,1,29.7
2019-11-01,0e3bc54a-d879-40f1-b60b-aaf80171a184,2019-11-10,Miscellaneous,1,15.77
2019-11-01,eac12473-b244-490a-92c3-aaf801757d51,2019-11-22,Miscellaneous,1,23.49
2019-11-01,b7a3e8ae-8b9d-479f-a79b-aaf800dbef73,2019-11-05,Miscellaneous,1,21.7
2019-11-01,b7a3e8ae-8b9d-479f-a79b-aaf800dbef73,2019-11-04,Miscellaneous,1,18
2019-11-01,0e639f92-343d-4678-99ad-aaf800ef6adb,2019-12-02,Miscellaneous,1,19.09
2019-11-01,9ed53ec8-fd21-4ce0-9559-aaf8011cbb15,2019-11-19,Group,1,77.52
2019-11-01,487a7157-5092-4df3-83e3-aaf800bf1e60,2019-11-01,Miscellaneous,1,35.4
2019-11-01,a6162f14-4e4f-4e14-919e-aaf800b4fb6b,2019-11-02,Miscellaneous,1,31.59
2019-11-01,9ed53ec8-fd21-4ce0-9559-aaf8011cbb15,2019-11-18,Group,1,77.52
2019-11-01,bf1ca11a-1f02-4597-90ef-aaf8011cbb15,2019-11-18,Group,1,77.52
2019-11-01,cf19ce7e-b55b-4135-802f-aaf80157bd12,2019-11-14,Miscellaneous,1,20.17
2019-11-01,5b2af24a-846b-487f-bcd7-aaf8014f3109,2019-11-06,Miscellaneous,1,15.77
2019-11-01,cf7e448e-59aa-482e-8bff-aaf80171a184,2019-11-11,Miscellaneous,1,15.77
2019-11-01,9ed53ec8-fd21-4ce0-9559-aaf8011cbb15,2019-11-17,Group,1,77.52
2019-11-01,3b7a1c03-b873-4838-b9b8-aaf800ed6b5f,2019-11-30,Miscellaneous,1,27.39
2019-11-01,965a63fb-6a62-43ab-aadf-aaf800bf47e1,2019-11-18,Miscellaneous,1,19.8
2019-11-01,cf19ce7e-b55b-4135-802f-aaf80157bd12,2019-11-16,Miscellaneous,1,33.03
2019-11-01,3b7a1c03-b873-4838-b9b8-aaf800ed6b5f,2019-12-01,Miscellaneous,1,19.09
2019-10-31,bc8179da-8de6-4981-9f82-aaf70121b999,2019-11-29,Miscellaneous,1,30.5
2019-10-31,09345b7d-b53e-4e57-a7d6-aaf7005d26e3,2019-12-29,Miscellaneous,1,36.64
2019-10-31,ab119e95-cbba-425c-aa30-aaf700ae50fc,2019-11-09,Miscellaneous,1,36.7
2019-10-31,643280c8-24ac-4c00-8c8f-aaf700ae50fc,2019-11-10,Miscellaneous,1,16
2019-10-31,392631a4-3bfb-4343-a945-aaf700bc51f8,2019-11-15,Miscellaneous,1,29.9
2019-10-31,c4e4b17c-e697-466d-a601-aaf7001588e0,2019-11-02,Miscellaneous,1,45.8
2019-10-31,85696133-f7cf-4c7d-81b2-aaf7003173c2,2019-11-14,Miscellaneous,1,20.12
2019-10-31,c94db10a-453b-42c6-830b-aaf700b5c866,2019-11-16,Miscellaneous,1,39.8
2019-10-31,c94db10a-453b-42c6-830b-aaf700b5c866,2019-11-15,Miscellaneous,1,29.9
2019-10-31,09345b7d-b53e-4e57-a7d6-aaf7005d26e3,2019-12-31,Miscellaneous,1,43.16
2019-10-31,ade10ee7-a994-48de-994d-aaf700aa3652,2019-11-21,Miscellaneous,1,24.7
2019-10-31,6fa9516e-a478-4fd1-be19-aaf700e2d2d0,2019-12-07,Miscellaneous,1,27.65
2019-10-31,85696133-f7cf-4c7d-81b2-aaf7003173c2,2019-11-12,Miscellaneous,1,17.42
2019-10-31,4a68437e-8ff6-42db-8060-aaf7005d26e3,2019-12-30,Miscellaneous,1,40.92
2019-10-31,021de22f-e55f-42b9-8828-aaf700220758,2019-11-01,Miscellaneous,1,35.82
2019-10-31,357b5473-d76b-43cb-a49b-aaf700ae50fc,2019-11-08,Miscellaneous,1,24.5
2019-10-31,df97bd40-c4f4-4189-905a-aaf700ae50fc,2019-11-09,Miscellaneous,1,36.7
2019-10-31,ab119e95-cbba-425c-aa30-aaf700ae50fc,2019-11-07,Miscellaneous,1,17
2019-10-31,e2b8efa1-a32a-4cd5-bbb5-aaf70110abc2,2019-11-01,Miscellaneous,1,30.88
2019-10-31,85696133-f7cf-4c7d-81b2-aaf7003173c2,2019-11-13,Miscellaneous,1,17.34
2019-10-31,6fa9516e-a478-4fd1-be19-aaf700e2d2d0,2019-12-06,Miscellaneous,1,26.59
2019-10-31,d5fd8c3f-cbe5-4323-a801-aaf70155c8b3,2019-11-17,Miscellaneous,1,15.77
2019-10-31,b87efa83-e403-45cd-9396-aaf7003173c2,2019-11-13,Miscellaneous,1,17.34
2019-10-31,d72a1165-a547-4ebb-9518-aaf70121b999,2019-11-29,Miscellaneous,1,30.5
2019-10-31,b87efa83-e403-45cd-9396-aaf7003173c2,2019-11-14,Miscellaneous,1,20.12
2019-10-31,4a68437e-8ff6-42db-8060-aaf7005d26e3,2019-12-28,Miscellaneous,1,35.71
2019-10-31,357b5473-d76b-43cb-a49b-aaf700ae50fc,2019-11-09,Miscellaneous,1,36.7
2019-10-31,e96eaacf-3e43-4e2a-83fc-aaf700c7fd53,2019-12-05,Miscellaneous,1,19.92
2019-10-31,08bcc0ca-7ab3-432a-a110-aaf70112dee8,2019-12-21,Miscellaneous,1,23
2019-10-31,09345b7d-b53e-4e57-a7d6-aaf7005d26e3,2019-12-30,Miscellaneous,1,40.92
2019-10-31,db99bc0d-a220-4c3f-90c0-aaf700d47d3a,2019-11-01,Miscellaneous,1,30.88
2019-10-31,d3ebb1a6-a6ac-4d00-80fe-aaf700bb7d4c,2019-11-05,Miscellaneous,1,21.7
2019-10-31,f7aa0f78-3caf-4db4-82ad-aaf700a1a45e,2019-11-06,Miscellaneous,1,17.1
2019-10-31,d72a1165-a547-4ebb-9518-aaf70121b999,2019-12-01,Miscellaneous,1,24.2
2019-10-31,1775d36e-2984-4335-88d7-aaf700eb839c,2019-11-01,Miscellaneous,1,39.9
2019-10-31,db99bc0d-a220-4c3f-90c0-aaf700d47d3a,2019-11-02,Miscellaneous,1,35.52
2019-10-31,34c81cf7-ef67-4e58-ba1a-aaf700da31d6,2019-11-06,Miscellaneous,1,17
2019-10-31,df97bd40-c4f4-4189-905a-aaf700ae50fc,2019-11-08,Miscellaneous,1,24.5
2019-10-31,021de22f-e55f-42b9-8828-aaf700220758,2019-11-02,Miscellaneous,1,41.22
2019-10-31,bc8179da-8de6-4981-9f82-aaf70121b999,2019-12-01,Miscellaneous,1,24.2
2019-10-31,643280c8-24ac-4c00-8c8f-aaf700ae50fc,2019-11-08,Miscellaneous,1,24.5
2019-10-31,d5fd8c3f-cbe5-4323-a801-aaf70155c8b3,2019-11-16,Miscellaneous,1,33.03
2019-10-31,5df0f974-ed10-4095-8872-aaf70155c8b3,2019-11-17,Miscellaneous,1,15.77
2019-10-31,e2b8efa1-a32a-4cd5-bbb5-aaf70110abc2,2019-11-02,Miscellaneous,1,35.52
2019-10-31,bc8179da-8de6-4981-9f82-aaf70121b999,2019-11-30,Miscellaneous,1,35.4
2019-10-31,df97bd40-c4f4-4189-905a-aaf700ae50fc,2019-11-10,Miscellaneous,1,16
2019-10-31,4bf0155e-9d76-4513-8bcb-aaf7003173c2,2019-11-13,Miscellaneous,1,17.34
2019-10-31,5df0f974-ed10-4095-8872-aaf70155c8b3,2019-11-16,Miscellaneous,1,33.03
2019-10-31,ade10ee7-a994-48de-994d-aaf700aa3652,2019-11-19,Miscellaneous,1,22.3
2019-10-31,ef6dd92d-4dbd-4a35-857b-aaf70112dee8,2019-12-21,Miscellaneous,1,23
2019-10-31,3cfd5874-729c-4d30-bf93-aaf700a3048c,2019-11-01,Miscellaneous,1,35.3
2019-10-31,6dd795f2-2422-4cc6-ac84-aaf701533cde,2019-11-06,Miscellaneous,1,16.2
2019-10-31,b87efa83-e403-45cd-9396-aaf7003173c2,2019-11-12,Miscellaneous,1,17.42
2019-10-31,392631a4-3bfb-4343-a945-aaf700bc51f8,2019-11-16,Miscellaneous,1,39.8
2019-10-31,df97bd40-c4f4-4189-905a-aaf700ae50fc,2019-11-07,Miscellaneous,1,17
2019-10-31,c4e4b17c-e697-466d-a601-aaf7001588e0,2019-10-31,Miscellaneous,1,31.9
2019-10-31,f7aa0f78-3caf-4db4-82ad-aaf700a1a45e,2019-11-05,Miscellaneous,1,19.53
2019-10-31,4a68437e-8ff6-42db-8060-aaf7005d26e3,2019-12-29,Miscellaneous,1,36.64
2019-10-31,c4e4b17c-e697-466d-a601-aaf7001588e0,2019-11-01,Miscellaneous,1,39.8
2019-10-31,4a68437e-8ff6-42db-8060-aaf7005d26e3,2019-12-31,Miscellaneous,1,43.16
2019-10-31,6fa9516e-a478-4fd1-be19-aaf700e2d2d0,2019-12-05,Miscellaneous,1,19.92
2019-10-31,4bf0155e-9d76-4513-8bcb-aaf7003173c2,2019-11-12,Miscellaneous,1,17.42
2019-10-31,021de22f-e55f-42b9-8828-aaf700220758,2019-10-31,Miscellaneous,1,28.71
2019-10-31,09345b7d-b53e-4e57-a7d6-aaf7005d26e3,2019-12-28,Miscellaneous,1,35.71
2019-10-31,a1abe6ab-488e-4ce7-8a28-aaf700eb839c,2019-11-01,Miscellaneous,1,39.9
2019-10-31,357b5473-d76b-43cb-a49b-aaf700ae50fc,2019-11-07,Miscellaneous,1,17
2019-10-31,ade10ee7-a994-48de-994d-aaf700aa3652,2019-11-18,Miscellaneous,1,19.8
2019-10-31,357b5473-d76b-43cb-a49b-aaf700ae50fc,2019-11-10,Miscellaneous,1,16
2019-10-31,d3ebb1a6-a6ac-4d00-80fe-aaf700bb7d4c,2019-11-06,Miscellaneous,1,19
2019-10-31,ade10ee7-a994-48de-994d-aaf700aa3652,2019-11-20,Miscellaneous,1,23.1
2019-10-31,d72a1165-a547-4ebb-9518-aaf70121b999,2019-11-30,Miscellaneous,1,35.4
2019-10-31,e2b8efa1-a32a-4cd5-bbb5-aaf70110abc2,2019-11-03,Miscellaneous,1,16.35
2019-10-31,ab119e95-cbba-425c-aa30-aaf700ae50fc,2019-11-10,Miscellaneous,1,16
2019-10-31,c94db10a-453b-42c6-830b-aaf700b5c866,2019-11-17,Miscellaneous,1,19
2019-10-31,e96eaacf-3e43-4e2a-83fc-aaf700c7fd53,2019-12-06,Miscellaneous,1,26.59
2019-10-31,ab119e95-cbba-425c-aa30-aaf700ae50fc,2019-11-08,Miscellaneous,1,24.5
2019-10-31,643280c8-24ac-4c00-8c8f-aaf700ae50fc,2019-11-09,Miscellaneous,1,36.7
2019-10-31,643280c8-24ac-4c00-8c8f-aaf700ae50fc,2019-11-07,Miscellaneous,1,17
2019-10-31,4bf0155e-9d76-4513-8bcb-aaf7003173c2,2019-11-14,Miscellaneous,1,20.12
2019-10-30,8bf73e48-a0ed-4868-ad6f-aaf6009ecf1d,2019-10-30,Miscellaneous,1,24.6
