,Price,Reservation date,Room type,Hotel name
636,340.0,2023-08-21,Luxury suite,Hotel B
637,320.0,2023-08-21,Family room,Hotel B
638,184.0,2023-08-21,Studio,Hotel D
639,34.5,2023-08-21,,
640,40.0,2023-08-20,Single room,
641,37.2,2023-08-20,Large dorm,Hostel B
642,31.8,2023-08-20,,Hotel C
643,34.5,2023-08-20,,
644,32.5,2023-08-20,Female dorm,Hostel A
645,29.3,2023-08-20,Twin room,Hotel C
646,184.0,2023-08-20,Studio,Hotel D
647,320.0,2023-08-20,Family room,Hotel B
648,36.9,2023-08-20,Single room,Hotel C
649,340.0,2023-08-20,Luxury suite,Hotel B
650,31.7,2023-08-20,Twin room,
651,30.0,2023-08-20,Male dorm,Hostel A
652,49.5,2023-08-19,Single room,
653,34.3,2023-08-19,Single room,Hotel C
654,340.0,2023-08-19,Luxury suite,Hotel B
655,73.75,2023-08-19,Female dorm,Hostel A
656,27.2,2023-08-19,Twin room,Hotel C
657,39.3,2023-08-19,Twin room,
658,42.7,2023-08-19,,
659,291.0,2023-08-19,Studio,Hotel D
660,63.0,2023-08-19,Male dorm,Hostel A
661,320.0,2023-08-19,Family room,Hotel B
662,29.6,2023-08-19,,Hotel C
663,40.0,2023-08-19,Large dorm,Hostel B
664,49.5,2023-08-18,Single room,
665,243.0,2023-08-18,Studio,Hotel D
666,40.0,2023-08-18,Large dorm,Hostel B
667,39.3,2023-08-18,Twin room,
668,320.0,2023-08-18,Family room,Hotel B
669,29.6,2023-08-18,,Hotel C
670,55.0,2023-08-18,Female dorm,Hostel A
671,340.0,2023-08-18,Luxury suite,Hotel B
672,34.3,2023-08-18,Single room,Hotel C
673,27.2,2023-08-18,Twin room,Hotel C
674,48.0,2023-08-18,Male dorm,Hostel A
675,42.7,2023-08-18,,
676,27.7,2023-08-17,,Hotel C
677,36.0,2023-08-17,Male dorm,Hostel A
678,188.0,2023-08-17,Studio,Hotel D
679,40.0,2023-08-17,Female dorm,Hostel A
680,32.1,2023-08-17,Single room,Hotel C
681,36.2,2023-08-17,Twin room,
682,25.5,2023-08-17,Twin room,Hotel C
683,340.0,2023-08-17,Luxury suite,Hotel B
684,45.7,2023-08-17,Single room,
685,39.4,2023-08-17,,
686,37.4,2023-08-17,Large dorm,Hostel B
687,320.0,2023-08-17,Family room,Hotel B
688,321.0,2023-08-16,Family room,Hotel B
689,23.8,2023-08-16,Twin room,Hotel C
690,37.5,2023-08-16,Female dorm,Hostel A
691,25.9,2023-08-16,,Hotel C
692,33.2,2023-08-16,Twin room,
693,41.9,2023-08-16,Single room,
694,341.0,2023-08-16,Luxury suite,Hotel B
695,34.0,2023-08-16,Male dorm,Hostel A
696,30.0,2023-08-16,Single room,Hotel C
697,36.1,2023-08-16,,
698,36.4,2023-08-16,Large dorm,Hostel B
699,184.0,2023-08-16,Studio,Hotel D
700,41.9,2023-08-15,Single room,
701,36.1,2023-08-15,,
702,184.0,2023-08-15,Studio,Hotel D
703,34.0,2023-08-15,Male dorm,Hostel A
704,35.8,2023-08-15,Large dorm,Hostel B
705,37.5,2023-08-15,Female dorm,Hostel A
706,33.2,2023-08-15,Twin room,
707,23.8,2023-08-15,Twin room,Hotel C
708,25.9,2023-08-15,,Hotel C
709,321.0,2023-08-15,Family room,Hotel B
710,341.0,2023-08-15,Luxury suite,Hotel B
711,30.0,2023-08-15,Single room,Hotel C
712,31.8,2023-08-14,,Hotel C
713,34.5,2023-08-14,,
714,184.0,2023-08-14,Studio,Hotel D
715,320.0,2023-08-14,Family room,Hotel B
716,29.3,2023-08-14,Twin room,Hotel C
717,35.3,2023-08-14,Large dorm,Hostel B
718,40.0,2023-08-14,Single room,
719,36.9,2023-08-14,Single room,Hotel C
720,31.7,2023-08-14,Twin room,
721,340.0,2023-08-14,Luxury suite,Hotel B
722,37.5,2023-08-14,Female dorm,Hostel A
723,34.0,2023-08-14,Male dorm,Hostel A
724,30.0,2023-08-13,Male dorm,Hostel A
725,34.5,2023-08-13,,
726,320.0,2023-08-13,Family room,Hotel B
727,36.9,2023-08-13,Single room,Hotel C
728,29.3,2023-08-13,Twin room,Hotel C
729,31.7,2023-08-13,Twin room,
730,40.0,2023-08-13,Single room,
731,31.8,2023-08-13,,Hotel C
732,184.0,2023-08-13,Studio,Hotel D
733,32.5,2023-08-13,Female dorm,Hostel A
734,37.2,2023-08-13,Large dorm,Hostel B
735,340.0,2023-08-13,Luxury suite,Hotel B
736,63.0,2023-08-12,Male dorm,Hostel A
737,27.9,2023-08-12,Twin room,Hotel C
738,52.6,2023-08-12,,
739,320.0,2023-08-12,Family room,Hotel B
740,291.0,2023-08-12,Studio,Hotel D
741,35.1,2023-08-12,Single room,Hotel C
742,61.0,2023-08-12,Single room,
743,73.75,2023-08-12,Female dorm,Hostel A
744,30.3,2023-08-12,,Hotel C
745,340.0,2023-08-12,Luxury suite,Hotel B
746,40.0,2023-08-12,Large dorm,Hostel B
747,48.4,2023-08-12,Twin room,
748,40.0,2023-08-11,Large dorm,Hostel B
749,48.0,2023-08-11,Male dorm,Hostel A
750,320.0,2023-08-11,Family room,Hotel B
751,27.9,2023-08-11,Twin room,Hotel C
752,35.1,2023-08-11,Single room,Hotel C
753,46.6,2023-08-11,Twin room,
754,50.7,2023-08-11,,
755,55.0,2023-08-11,Female dorm,Hostel A
756,30.3,2023-08-11,,Hotel C
757,340.0,2023-08-11,Luxury suite,Hotel B
758,58.8,2023-08-11,Single room,
759,242.0,2023-08-11,Studio,Hotel D
760,321.0,2023-08-10,Family room,Hotel B
761,45.6,2023-08-10,,
762,188.0,2023-08-10,Studio,Hotel D
763,32.8,2023-08-10,Single room,Hotel C
764,42.0,2023-08-10,Twin room,
765,52.9,2023-08-10,Single room,
766,341.0,2023-08-10,Luxury suite,Hotel B
767,40.0,2023-08-10,Female dorm,Hostel A
768,28.3,2023-08-10,,Hotel C
769,37.4,2023-08-10,Large dorm,Hostel B
770,26.0,2023-08-10,Twin room,Hotel C
771,36.0,2023-08-10,Male dorm,Hostel A
772,340.0,2023-08-09,Luxury suite,Hotel B
773,34.0,2023-08-09,Male dorm,Hostel A
774,320.0,2023-08-09,Family room,Hotel B
775,36.4,2023-08-09,Large dorm,Hostel B
776,26.5,2023-08-09,,Hotel C
777,30.7,2023-08-09,Single room,Hotel C
778,37.5,2023-08-09,Female dorm,Hostel A
779,184.0,2023-08-09,Studio,Hotel D
780,49.8,2023-08-09,Single room,
781,24.4,2023-08-09,Twin room,Hotel C
782,39.5,2023-08-09,Twin room,
783,42.9,2023-08-09,,
784,24.4,2023-08-08,Twin room,Hotel C
785,184.0,2023-08-08,Studio,Hotel D
786,37.5,2023-08-08,Female dorm,Hostel A
787,49.4,2023-08-08,Single room,
788,34.0,2023-08-08,Male dorm,Hostel A
789,26.5,2023-08-08,,Hotel C
790,320.0,2023-08-08,Family room,Hotel B
791,30.7,2023-08-08,Single room,Hotel C
792,42.6,2023-08-08,,
793,39.2,2023-08-08,Twin room,
794,340.0,2023-08-08,Luxury suite,Hotel B
795,35.8,2023-08-08,Large dorm,Hostel B
796,38.9,2023-08-07,,
797,34.0,2023-08-07,Male dorm,Hostel A
798,35.3,2023-08-07,Large dorm,Hostel B
799,289.0,2023-08-07,Luxury suite,Hotel B
800,36.9,2023-08-07,Single room,Hotel C
801,37.5,2023-08-07,Female dorm,Hostel A
802,35.8,2023-08-07,Twin room,
803,45.1,2023-08-07,Single room,
804,31.8,2023-08-07,,Hotel C
805,269.0,2023-08-07,Family room,Hotel B
806,184.0,2023-08-07,Studio,Hotel D
807,29.3,2023-08-07,Twin room,Hotel C
808,289.0,2023-08-06,Luxury suite,Hotel B
809,29.3,2023-08-06,Twin room,Hotel C
810,36.9,2023-08-06,Single room,Hotel C
811,184.0,2023-08-06,Studio,Hotel D
812,35.2,2023-08-06,Twin room,
813,37.2,2023-08-06,Large dorm,Hostel B
814,31.8,2023-08-06,,Hotel C
815,32.5,2023-08-06,Female dorm,Hostel A
816,269.0,2023-08-06,Family room,Hotel B
817,44.4,2023-08-06,Single room,
818,38.3,2023-08-06,,
819,30.0,2023-08-06,Male dorm,Hostel A
820,27.2,2023-08-05,Twin room,Hotel C
821,36.7,2023-08-05,Twin room,
822,39.9,2023-08-05,,
823,34.3,2023-08-05,Single room,Hotel C
824,40.0,2023-08-05,Large dorm,Hostel B
825,46.3,2023-08-05,Single room,
826,269.0,2023-08-05,Family room,Hotel B
827,73.75,2023-08-05,Female dorm,Hostel A
828,63.0,2023-08-05,Male dorm,Hostel A
829,29.6,2023-08-05,,Hotel C
830,289.0,2023-08-05,Luxury suite,Hotel B
831,291.0,2023-08-05,Studio,Hotel D
832,55.0,2023-08-04,Female dorm,Hostel A
833,46.3,2023-08-04,Single room,
834,40.0,2023-08-04,Large dorm,Hostel B
835,34.3,2023-08-04,Single room,Hotel C
836,36.7,2023-08-04,Twin room,
837,27.2,2023-08-04,Twin room,Hotel C
838,242.0,2023-08-04,Studio,Hotel D
839,39.9,2023-08-04,,
840,269.0,2023-08-04,Family room,Hotel B
841,289.0,2023-08-04,Luxury suite,Hotel B
842,29.6,2023-08-04,,Hotel C
843,48.0,2023-08-04,Male dorm,Hostel A
844,36.9,2023-08-03,,
845,38.0,2023-08-03,Male dorm,Hostel A
846,32.1,2023-08-03,Single room,Hotel C
847,289.0,2023-08-03,Luxury suite,Hotel B
848,27.7,2023-08-03,,Hotel C
849,37.4,2023-08-03,Large dorm,Hostel B
850,42.8,2023-08-03,Single room,
851,269.0,2023-08-03,Family room,Hotel B
852,33.9,2023-08-03,Twin room,
853,42.5,2023-08-03,Female dorm,Hostel A
854,188.0,2023-08-03,Studio,Hotel D
855,25.5,2023-08-03,Twin room,Hotel C
856,41.8,2023-08-02,,
857,25.9,2023-08-02,,Hotel C
858,30.0,2023-08-02,Single room,Hotel C
859,38.0,2023-08-02,Male dorm,Hostel A
860,36.4,2023-08-02,Large dorm,Hostel B
861,289.0,2023-08-02,Luxury suite,Hotel B
862,269.0,2023-08-02,Family room,Hotel B
863,48.5,2023-08-02,Single room,
864,184.0,2023-08-02,Studio,Hotel D
865,23.8,2023-08-02,Twin room,Hotel C
866,42.5,2023-08-02,Female dorm,Hostel A
867,38.5,2023-08-02,Twin room,
868,48.5,2023-08-01,Single room,
869,269.0,2023-08-01,Family room,Hotel B
870,30.0,2023-08-01,Single room,Hotel C
871,38.0,2023-08-01,Male dorm,Hostel A
872,41.8,2023-08-01,,
873,289.0,2023-08-01,Luxury suite,Hotel B
874,42.5,2023-08-01,Female dorm,Hostel A
875,25.9,2023-08-01,,Hotel C
876,38.5,2023-08-01,Twin room,
877,35.8,2023-08-01,Large dorm,Hostel B
878,184.0,2023-08-01,Studio,Hotel D
879,23.8,2023-08-01,Twin room,Hotel C
880,1250.0,2023-07-31,Female dorm,Hostel A
881,189.0,2023-07-31,Studio,Hotel D
882,29.3,2023-07-31,Twin room,Hotel C
883,37.6,2023-07-31,Large dorm,Hostel B
884,37.5,2023-07-31,Twin room,
885,1000.0,2023-07-31,Male dorm,Hostel A
886,269.0,2023-07-31,Family room,Hotel B
887,31.8,2023-07-31,,Hotel C
888,47.3,2023-07-31,Single room,
889,36.9,2023-07-31,Single room,Hotel C
890,289.0,2023-07-31,Luxury suite,Hotel B
891,40.8,2023-07-31,,
892,1000.0,2023-07-30,Male dorm,Hostel A
893,39.2,2023-07-30,Large dorm,Hostel B
894,39.9,2023-07-30,,
895,31.8,2023-07-30,,Hotel C
896,36.7,2023-07-30,Twin room,
897,269.0,2023-07-30,Family room,Hotel B
898,191.0,2023-07-30,Studio,Hotel D
899,46.3,2023-07-30,Single room,
900,1250.0,2023-07-30,Female dorm,Hostel A
901,29.3,2023-07-30,Twin room,Hotel C
902,289.0,2023-07-30,Luxury suite,Hotel B
903,36.9,2023-07-30,Single room,Hotel C
904,84.0,2023-07-29,Male dorm,Hostel A
905,29.6,2023-07-29,,Hotel C
906,36.7,2023-07-29,Twin room,
907,289.0,2023-07-29,Luxury suite,Hotel B
908,39.9,2023-07-29,,
909,300.0,2023-07-29,Studio,Hotel D
910,46.3,2023-07-29,Single room,
911,100.0,2023-07-29,Female dorm,Hostel A
912,40.0,2023-07-29,Large dorm,Hostel B
913,27.2,2023-07-29,Twin room,Hotel C
914,34.3,2023-07-29,Single room,Hotel C
915,269.0,2023-07-29,Family room,Hotel B
916,46.3,2023-07-28,Single room,
917,39.9,2023-07-28,,
918,36.7,2023-07-28,Twin room,
919,84.0,2023-07-28,Male dorm,Hostel A
920,34.3,2023-07-28,Single room,Hotel C
921,29.6,2023-07-28,,Hotel C
922,289.0,2023-07-28,Luxury suite,Hotel B
923,264.0,2023-07-28,Studio,Hotel D
924,40.0,2023-07-28,Large dorm,Hostel B
925,269.0,2023-07-28,Family room,Hotel B
926,100.0,2023-07-28,Female dorm,Hostel A
927,27.2,2023-07-28,Twin room,Hotel C
928,27.7,2023-07-27,,Hotel C
929,25.5,2023-07-27,Twin room,Hotel C
930,62.5,2023-07-27,Female dorm,Hostel A
931,289.0,2023-07-27,Luxury suite,Hotel B
932,33.9,2023-07-27,Twin room,
933,36.9,2023-07-27,,
934,42.8,2023-07-27,Single room,
935,203.0,2023-07-27,Studio,Hotel D
936,39.2,2023-07-27,Large dorm,Hostel B
937,54.0,2023-07-27,Male dorm,Hostel A
938,32.1,2023-07-27,Single room,Hotel C
939,269.0,2023-07-27,Family room,Hotel B
940,44.2,2023-07-26,,
941,30.0,2023-07-26,Single room,Hotel C
942,269.0,2023-07-26,Family room,Hotel B
943,197.0,2023-07-26,Studio,Hotel D
944,23.8,2023-07-26,Twin room,Hotel C
945,38.4,2023-07-26,Large dorm,Hostel B
946,62.5,2023-07-26,Female dorm,Hostel A
947,25.9,2023-07-26,,Hotel C
948,289.0,2023-07-26,Luxury suite,Hotel B
949,40.7,2023-07-26,Twin room,
950,51.3,2023-07-26,Single room,
951,54.0,2023-07-26,Male dorm,Hostel A
952,269.0,2023-07-25,Family room,Hotel B
953,62.5,2023-07-25,Female dorm,Hostel A
954,38.4,2023-07-25,Large dorm,Hostel B
955,23.8,2023-07-25,Twin room,Hotel C
956,188.0,2023-07-25,Studio,Hotel D
957,25.9,2023-07-25,,Hotel C
958,50.6,2023-07-25,Single room,
959,289.0,2023-07-25,Luxury suite,Hotel B
960,40.1,2023-07-25,Twin room,
961,54.0,2023-07-25,Male dorm,Hostel A
962,43.6,2023-07-25,,
963,30.0,2023-07-25,Single room,Hotel C
964,37.6,2023-07-24,Twin room,
965,40.9,2023-07-24,,
966,31.8,2023-07-24,,Hotel C
967,36.9,2023-07-24,Single room,Hotel C
968,62.5,2023-07-24,Female dorm,Hostel A
969,29.3,2023-07-24,Twin room,Hotel C
970,54.0,2023-07-24,Male dorm,Hostel A
971,289.0,2023-07-24,Luxury suite,Hotel B
972,37.6,2023-07-24,Large dorm,Hostel B
973,269.0,2023-07-24,Family room,Hotel B
974,188.0,2023-07-24,Studio,Hotel D
975,47.4,2023-07-24,Single room,
976,289.0,2023-07-23,Luxury suite,Hotel B
977,39.2,2023-07-23,Large dorm,Hostel B
978,36.7,2023-07-23,Twin room,
979,62.5,2023-07-23,Female dorm,Hostel A
980,57.6,2023-07-23,,Hotel C
981,46.3,2023-07-23,Single room,
982,189.0,2023-07-23,Studio,Hotel D
983,53.0,2023-07-23,Twin room,Hotel C
984,54.0,2023-07-23,Male dorm,Hostel A
985,269.0,2023-07-23,Family room,Hotel B
986,39.9,2023-07-23,,
987,66.8,2023-07-23,Single room,Hotel C
988,300.0,2023-07-22,Studio,Hotel D
989,53.2,2023-07-22,Single room,Hotel C
990,42.2,2023-07-22,Twin room,Hotel C
991,39.9,2023-07-22,,
992,100.0,2023-07-22,Female dorm,Hostel A
993,46.3,2023-07-22,Single room,
994,84.0,2023-07-22,Male dorm,Hostel A
995,289.0,2023-07-22,Luxury suite,Hotel B
996,40.0,2023-07-22,Large dorm,Hostel B
997,36.7,2023-07-22,Twin room,
998,45.9,2023-07-22,,Hotel C
999,269.0,2023-07-22,Family room,Hotel B
1000,264.0,2023-07-21,Studio,Hotel D
1001,42.2,2023-07-21,Twin room,Hotel C
1002,46.3,2023-07-21,Single room,
1003,36.7,2023-07-21,Twin room,
1004,45.9,2023-07-21,,Hotel C
1005,40.0,2023-07-21,Large dorm,Hostel B
1006,269.0,2023-07-21,Family room,Hotel B
1007,53.2,2023-07-21,Single room,Hotel C
1008,289.0,2023-07-21,Luxury suite,Hotel B
1009,39.9,2023-07-21,,
1010,84.0,2023-07-21,Male dorm,Hostel A
1011,100.0,2023-07-21,Female dorm,Hostel A
1012,269.0,2023-07-20,Family room,Hotel B
1013,33.9,2023-07-20,Twin room,
1014,62.5,2023-07-20,Female dorm,Hostel A
1015,42.8,2023-07-20,Single room,
1016,36.9,2023-07-20,,
1017,39.2,2023-07-20,Large dorm,Hostel B
1018,199.0,2023-07-20,Studio,Hotel D
1019,40.2,2023-07-20,Twin room,Hotel C
1020,54.0,2023-07-20,Male dorm,Hostel A
1021,50.7,2023-07-20,Single room,Hotel C
1022,289.0,2023-07-20,Luxury suite,Hotel B
1023,43.7,2023-07-20,,Hotel C
1024,30.0,2023-07-19,Single room,Hotel C
1025,269.0,2023-07-19,Family room,Hotel B
1026,50.7,2023-07-19,Single room,
1027,197.0,2023-07-19,Studio,Hotel D
1028,43.7,2023-07-19,,
1029,54.0,2023-07-19,Male dorm,Hostel A
1030,40.2,2023-07-19,Twin room,
1031,289.0,2023-07-19,Luxury suite,Hotel B
1032,25.9,2023-07-19,,Hotel C
1033,38.4,2023-07-19,Large dorm,Hostel B
1034,23.8,2023-07-19,Twin room,Hotel C
1035,62.5,2023-07-19,Female dorm,Hostel A
1036,189.0,2023-07-18,Studio,Hotel D
1037,43.1,2023-07-18,,
1038,38.4,2023-07-18,Large dorm,Hostel B
1039,25.9,2023-07-18,,Hotel C
1040,269.0,2023-07-18,Family room,Hotel B
1041,23.8,2023-07-18,Twin room,Hotel C
1042,30.0,2023-07-18,Single room,Hotel C
1043,54.0,2023-07-18,Male dorm,Hostel A
1044,289.0,2023-07-18,Luxury suite,Hotel B
1045,39.7,2023-07-18,Twin room,
1046,50.0,2023-07-18,Single room,
1047,62.5,2023-07-18,Female dorm,Hostel A
1048,37.6,2023-07-17,Large dorm,Hostel B
1049,29.3,2023-07-17,Twin room,Hotel C
1050,54.0,2023-07-17,Male dorm,Hostel A
1051,62.5,2023-07-17,Female dorm,Hostel A
1052,189.0,2023-07-17,Studio,Hotel D
1053,269.0,2023-07-17,Family room,Hotel B
1054,46.3,2023-07-17,Single room,
1055,36.9,2023-07-17,Single room,Hotel C
1056,31.8,2023-07-17,,Hotel C
1057,36.7,2023-07-17,Twin room,
1058,39.9,2023-07-17,,
1059,289.0,2023-07-17,Luxury suite,Hotel B
1060,62.5,2023-07-16,Female dorm,Hostel A
1061,54.0,2023-07-16,Male dorm,Hostel A
1062,190.0,2023-07-16,Studio,Hotel D
1063,31.8,2023-07-16,,Hotel C
1064,46.3,2023-07-16,Single room,
1065,39.2,2023-07-16,Large dorm,Hostel B
1066,29.3,2023-07-16,Twin room,Hotel C
1067,36.9,2023-07-16,Single room,Hotel C
1068,269.0,2023-07-16,Family room,Hotel B
1069,36.7,2023-07-16,Twin room,
1070,39.9,2023-07-16,,
1071,289.0,2023-07-16,Luxury suite,Hotel B
1072,39.9,2023-07-15,,
1073,36.7,2023-07-15,Twin room,
1074,34.3,2023-07-15,Single room,Hotel C
1075,27.2,2023-07-15,Twin room,Hotel C
1076,300.0,2023-07-15,Studio,Hotel D
1077,84.0,2023-07-15,Male dorm,Hostel A
1078,269.0,2023-07-15,Family room,Hotel B
1079,29.6,2023-07-15,,Hotel C
1080,46.3,2023-07-15,Single room,
1081,289.0,2023-07-15,Luxury suite,Hotel B
1082,100.0,2023-07-15,Female dorm,Hostel A
1083,40.0,2023-07-15,Large dorm,Hostel B
1084,34.3,2023-07-14,Single room,Hotel C
1085,36.7,2023-07-14,Twin room,
1086,29.6,2023-07-14,,Hotel C
1087,289.0,2023-07-14,Luxury suite,Hotel B
1088,40.0,2023-07-14,Large dorm,Hostel B
1089,27.2,2023-07-14,Twin room,Hotel C
1090,269.0,2023-07-14,Family room,Hotel B
1091,266.0,2023-07-14,Studio,Hotel D
1092,46.3,2023-07-14,Single room,
1093,100.0,2023-07-14,Female dorm,Hostel A
1094,39.9,2023-07-14,,
1095,84.0,2023-07-14,Male dorm,Hostel A
1096,42.8,2023-07-13,Single room,
1097,32.1,2023-07-13,Single room,Hotel C
1098,27.7,2023-07-13,,Hotel C
1099,269.0,2023-07-13,Family room,Hotel B
1100,54.0,2023-07-13,Male dorm,Hostel A
1101,203.0,2023-07-13,Studio,Hotel D
1102,25.5,2023-07-13,Twin room,Hotel C
1103,39.2,2023-07-13,Large dorm,Hostel B
1104,62.5,2023-07-13,Female dorm,Hostel A
1105,33.9,2023-07-13,Twin room,
1106,36.9,2023-07-13,,
1107,289.0,2023-07-13,Luxury suite,Hotel B
1108,289.0,2023-07-12,Luxury suite,Hotel B
1109,269.0,2023-07-12,Family room,Hotel B
1110,196.0,2023-07-12,Studio,Hotel D
1111,30.0,2023-07-12,Single room,Hotel C
1112,54.0,2023-07-12,Male dorm,Hostel A
1113,23.8,2023-07-12,Twin room,Hotel C
1114,43.6,2023-07-12,,
1115,62.5,2023-07-12,Female dorm,Hostel A
1116,50.6,2023-07-12,Single room,
1117,40.1,2023-07-12,Twin room,
1118,38.4,2023-07-12,Large dorm,Hostel B
1119,25.9,2023-07-12,,Hotel C
1120,269.0,2023-07-11,Family room,Hotel B
1121,38.4,2023-07-11,Large dorm,Hostel B
1122,289.0,2023-07-11,Luxury suite,Hotel B
1123,43.3,2023-07-11,,
1124,50.2,2023-07-11,Single room,
1125,25.9,2023-07-11,,Hotel C
1126,23.8,2023-07-11,Twin room,Hotel C
1127,30.0,2023-07-11,Single room,Hotel C
1128,62.5,2023-07-11,Female dorm,Hostel A
1129,54.0,2023-07-11,Male dorm,Hostel A
1130,187.0,2023-07-11,Studio,Hotel D
1131,39.8,2023-07-11,Twin room,
1132,54.0,2023-07-10,Male dorm,Hostel A
1133,289.0,2023-07-10,Luxury suite,Hotel B
1134,29.3,2023-07-10,Twin room,Hotel C
1135,189.0,2023-07-10,Studio,Hotel D
1136,46.3,2023-07-10,Single room,
1137,37.6,2023-07-10,Large dorm,Hostel B
1138,269.0,2023-07-10,Family room,Hotel B
1139,39.9,2023-07-10,,
1140,31.8,2023-07-10,,Hotel C
1141,62.5,2023-07-10,Female dorm,Hostel A
1142,36.7,2023-07-10,Twin room,
1143,36.9,2023-07-10,Single room,Hotel C
1144,46.3,2023-07-09,Single room,
1145,39.2,2023-07-09,Large dorm,Hostel B
1146,54.0,2023-07-09,Male dorm,Hostel A
1147,36.7,2023-07-09,Twin room,
1148,289.0,2023-07-09,Luxury suite,Hotel B
1149,31.8,2023-07-09,,Hotel C
1150,36.9,2023-07-09,Single room,Hotel C
1151,269.0,2023-07-09,Family room,Hotel B
1152,29.3,2023-07-09,Twin room,Hotel C
1153,190.0,2023-07-09,Studio,Hotel D
1154,62.5,2023-07-09,Female dorm,Hostel A
1155,39.9,2023-07-09,,
1156,29.6,2023-07-08,,Hotel C
1157,300.0,2023-07-08,Studio,Hotel D
1158,84.0,2023-07-08,Male dorm,Hostel A
1159,46.3,2023-07-08,Single room,
1160,39.9,2023-07-08,,
1161,36.7,2023-07-08,Twin room,
1162,309.0,2023-07-08,Family room,Hotel B
1163,100.0,2023-07-08,Female dorm,Hostel A
1164,329.0,2023-07-08,Luxury suite,Hotel B
1165,34.3,2023-07-08,Single room,Hotel C
1166,40.0,2023-07-08,Large dorm,Hostel B
1167,27.2,2023-07-08,Twin room,Hotel C
1168,100.0,2023-07-07,Female dorm,Hostel A
1169,27.2,2023-07-07,Twin room,Hotel C
1170,34.3,2023-07-07,Single room,Hotel C
1171,355.0,2023-07-07,Family room,Hotel B
1172,84.0,2023-07-07,Male dorm,Hostel A
1173,39.9,2023-07-07,,
1174,46.3,2023-07-07,Single room,
1175,40.0,2023-07-07,Large dorm,Hostel B
1176,29.6,2023-07-07,,Hotel C
1177,36.7,2023-07-07,Twin room,
1178,266.0,2023-07-07,Studio,Hotel D
1179,375.0,2023-07-07,Luxury suite,Hotel B
1180,345.0,2023-07-06,Family room,Hotel B
1181,25.5,2023-07-06,Twin room,Hotel C
1182,42.8,2023-07-06,Single room,
1183,62.5,2023-07-06,Female dorm,Hostel A
1184,54.0,2023-07-06,Male dorm,Hostel A
1185,39.2,2023-07-06,Large dorm,Hostel B
1186,32.1,2023-07-06,Single room,Hotel C
1187,365.0,2023-07-06,Luxury suite,Hotel B
1188,203.0,2023-07-06,Studio,Hotel D
1189,36.9,2023-07-06,,
1190,27.7,2023-07-06,,Hotel C
1191,33.9,2023-07-06,Twin room,
1192,62.5,2023-07-05,Female dorm,Hostel A
1193,347.0,2023-07-05,Luxury suite,Hotel B
1194,23.8,2023-07-05,Twin room,Hotel C
1195,54.0,2023-07-05,Male dorm,Hostel A
1196,196.0,2023-07-05,Studio,Hotel D
1197,39.9,2023-07-05,Twin room,
1198,43.4,2023-07-05,,
1199,50.3,2023-07-05,Single room,
1200,38.4,2023-07-05,Large dorm,Hostel B
1201,30.0,2023-07-05,Single room,Hotel C
1202,25.9,2023-07-05,,Hotel C
1203,327.0,2023-07-05,Family room,Hotel B
1204,54.0,2023-07-04,Male dorm,Hostel A
1205,345.0,2023-07-04,Luxury suite,Hotel B
1206,25.9,2023-07-04,,Hotel C
1207,187.0,2023-07-04,Studio,Hotel D
1208,42.7,2023-07-04,,
1209,325.0,2023-07-04,Family room,Hotel B
1210,23.8,2023-07-04,Twin room,Hotel C
1211,30.0,2023-07-04,Single room,Hotel C
1212,49.5,2023-07-04,Single room,
1213,62.5,2023-07-04,Female dorm,Hostel A
1214,38.4,2023-07-04,Large dorm,Hostel B
1215,39.3,2023-07-04,Twin room,
1216,31.8,2023-07-03,,Hotel C
1217,29.3,2023-07-03,Twin room,Hotel C
1218,39.9,2023-07-03,,
1219,189.0,2023-07-03,Studio,Hotel D
1220,46.3,2023-07-03,Single room,
1221,344.0,2023-07-03,Luxury suite,Hotel B
1222,37.6,2023-07-03,Large dorm,Hostel B
1223,324.0,2023-07-03,Family room,Hotel B
1224,36.9,2023-07-03,Single room,Hotel C
1225,54.0,2023-07-03,Male dorm,Hostel A
1226,36.7,2023-07-03,Twin room,
1227,62.5,2023-07-03,Female dorm,Hostel A
1228,341.0,2023-07-02,Luxury suite,Hotel B
1229,36.7,2023-07-02,Twin room,
1230,39.2,2023-07-02,Large dorm,Hostel B
1231,321.0,2023-07-02,Family room,Hotel B
1232,190.0,2023-07-02,Studio,Hotel D
1233,46.3,2023-07-02,Single room,
1234,39.9,2023-07-02,,
1235,31.8,2023-07-02,,Hotel C
1236,29.3,2023-07-02,Twin room,Hotel C
1237,54.0,2023-07-02,Male dorm,Hostel A
1238,62.5,2023-07-02,Female dorm,Hostel A
1239,36.9,2023-07-02,Single room,Hotel C
1240,300.0,2023-07-01,Studio,Hotel D
1241,46.3,2023-07-01,Single room,
1242,340.0,2023-07-01,Luxury suite,Hotel B
1243,29.6,2023-07-01,,Hotel C
1244,27.2,2023-07-01,Twin room,Hotel C
1245,36.7,2023-07-01,Twin room,
1246,39.9,2023-07-01,,
1247,34.3,2023-07-01,Single room,Hotel C
1248,40.0,2023-07-01,Large dorm,Hostel B
1249,84.0,2023-07-01,Male dorm,Hostel A
1250,100.0,2023-07-01,Female dorm,Hostel A
1251,320.0,2023-07-01,Family room,Hotel B
1252,29.6,2023-06-30,,Hotel C
1253,320.0,2023-06-30,Family room,Hotel B
1254,54.0,2023-06-30,Male dorm,Hostel A
