Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,later_date,rpm_null,rpm_x_torque,discrete_torque,discrete_air_temp,air_temp_process_temp,wear_squared,year,month,day,dayofweek,hour
297.6,308.9,1449.0,47.7,209.0,0.0,0.0,0.0,69117.3,41.85,297.75,1.0379704301075268,43681.0,2001.0,12.0,29.0,5.0,1.0
297.8,309.0,1456.0,41.2,0.0,0.0,0.0,0.0,59987.200000000004,41.85,297.75,1.0376091336467428,0.0,2001.0,12.0,29.0,5.0,2.0
297.8,309.1,1424.0,45.5,2.0,0.0,0.0,0.0,64792.0,41.85,297.75,1.0379449294828744,4.0,2001.0,12.0,29.0,5.0,3.0
297.9,309.2,1577.0,34.7,5.0,0.0,0.0,0.0,54721.9,41.85,297.75,1.0379321920107418,25.0,2001.0,12.0,29.0,5.0,4.0
297.9,309.2,1478.0,39.7,10.0,0.0,0.0,0.0,58676.600000000006,41.85,297.75,1.0379321920107418,100.0,2001.0,12.0,29.0,5.0,5.0
297.8,309.2,1295.0,61.2,12.0,0.0,0.0,0.0,79254.0,41.85,297.75,1.038280725319006,144.0,2001.0,12.0,29.0,5.0,6.0
297.8,309.2,1372.0,47.3,15.0,0.0,0.0,0.0,64895.6,41.85,297.75,1.038280725319006,225.0,2001.0,12.0,29.0,5.0,7.0
297.8,309.1,1432.0,42.6,17.0,0.0,0.0,0.0,61003.200000000004,41.85,297.75,1.0379449294828744,289.0,2001.0,12.0,29.0,5.0,8.0
297.7,309.0,1656.0,33.2,20.0,0.0,0.0,0.0,54979.200000000004,41.85,297.75,1.0379576755122608,400.0,2001.0,12.0,29.0,5.0,9.0
297.8,309.0,1410.0,48.8,23.0,0.0,0.0,0.0,68808.0,41.85,297.75,1.0376091336467428,529.0,2001.0,12.0,29.0,5.0,10.0
297.7,309.0,1874.0,24.4,28.0,0.0,0.0,0.0,45725.6,41.85,297.75,1.0379576755122608,784.0,2001.0,12.0,29.0,5.0,11.0
297.7,309.0,1538.0,43.2,30.0,0.0,0.0,0.0,66441.6,41.85,297.75,1.0379576755122608,900.0,2001.0,12.0,29.0,5.0,12.0
297.7,309.0,1636.0,29.7,32.0,0.0,0.0,0.0,48589.2,41.85,297.75,1.0379576755122608,1024.0,2001.0,12.0,29.0,5.0,13.0
297.7,309.0,1504.0,40.4,35.0,0.0,1.0,0.0,60761.6,41.85,297.75,1.0379576755122608,1225.0,2011.0,12.0,29.0,3.0,14.0
297.7,309.0,1531.0,42.4,38.0,0.0,0.0,0.0,64914.4,41.85,297.75,1.0379576755122608,1444.0,2001.0,12.0,29.0,5.0,15.0
297.6,309.0,1735.0,26.4,41.0,0.0,0.0,0.0,45804.0,41.85,297.75,1.0383064516129032,1681.0,2001.0,12.0,29.0,5.0,16.0
297.6,309.0,1354.0,55.6,46.0,0.0,0.0,0.0,75282.40000000001,41.85,297.75,1.0383064516129032,2116.0,2001.0,12.0,29.0,5.0,17.0
297.6,309.0,1413.0,40.2,51.0,0.0,0.0,0.0,56802.600000000006,41.85,297.75,1.0383064516129032,2601.0,2001.0,12.0,29.0,5.0,18.0
297.7,309.1,1563.0,39.3,56.0,0.0,0.0,0.0,61425.899999999994,41.85,297.75,1.0382935841451126,3136.0,2001.0,12.0,29.0,5.0,19.0
297.7,309.1,1479.0,42.1,58.0,0.0,0.0,0.0,62265.9,41.85,297.75,1.0382935841451126,3364.0,2001.0,12.0,29.0,5.0,20.0
265.7,309.1,1477.0,38.3,60.0,0.0,0.0,0.0,56569.1,41.85,270.4,1.1633421151674823,3600.0,2001.0,12.0,29.0,5.0,21.0
281.6,309.1,1394.0,50.0,62.0,0.0,0.0,0.0,69700.0,41.85,283.0,1.09765625,3844.0,2001.0,12.0,29.0,5.0,22.0
297.6,309.0,1487.0,45.4,64.0,0.0,1.0,0.0,67509.8,41.85,297.75,1.0383064516129032,4096.0,2011.0,12.0,29.0,3.0,23.0
297.6,309.0,1815.0,25.3,66.0,0.0,0.0,0.0,45919.5,41.85,297.75,1.0383064516129032,4356.0,2001.0,12.0,30.0,6.0,0.0
297.6,308.8,1453.0,39.7,69.0,0.0,0.0,0.0,57684.100000000006,41.85,297.75,1.0376344086021505,4761.0,2001.0,12.0,30.0,6.0,1.0
297.6,308.8,1539.0,40.2,72.0,0.0,0.0,0.0,61867.8,41.85,297.75,1.0376344086021505,5184.0,2001.0,12.0,30.0,6.0,2.0
297.5,308.7,1416.0,119.0,74.0,0.0,0.0,0.0,168504.0,120.5,297.75,1.0376470588235294,5476.0,2001.0,12.0,30.0,6.0,3.0
297.6,308.8,1683.0,31.6,79.0,0.0,0.0,0.0,53182.8,41.85,297.75,1.0376344086021505,6241.0,2001.0,12.0,30.0,6.0,4.0
297.7,308.8,1515.0,40.1,82.0,0.0,0.0,0.0,60751.5,41.85,297.75,1.037285858246557,6724.0,2001.0,12.0,30.0,6.0,5.0
297.7,308.9,1531.0,48.3,84.0,0.0,0.0,0.0,73947.3,41.85,297.75,1.0376217668794088,7056.0,2001.0,12.0,30.0,6.0,6.0
297.7,308.9,1479.0,40.9,87.0,0.0,0.0,0.0,60491.1,41.85,297.75,1.0376217668794088,7569.0,2001.0,12.0,30.0,6.0,7.0
297.7,308.9,1516.0,33.7,92.0,0.0,0.0,0.0,51089.200000000004,41.85,297.75,1.0376217668794088,8464.0,2001.0,12.0,30.0,6.0,8.0
297.7,309.0,1507.0,38.2,94.0,0.0,0.0,0.0,57567.4,41.85,297.75,1.0379576755122608,8836.0,2001.0,12.0,30.0,6.0,9.0
297.8,309.0,1434.0,43.3,96.0,0.0,0.0,0.0,62092.2,41.85,297.75,1.0376091336467428,9216.0,2001.0,12.0,30.0,6.0,10.0
281.7,308.9,1838.0,27.3,99.0,0.0,0.0,0.0,50177.4,41.85,283.0,1.0965566205182817,9801.0,2001.0,12.0,30.0,6.0,11.0
297.6,308.8,1416.0,45.9,101.0,0.0,0.0,0.0,64994.4,41.85,297.75,1.0376344086021505,10201.0,2001.0,12.0,30.0,6.0,12.0
297.6,308.8,1357.0,49.7,104.0,0.0,0.0,0.0,67442.90000000001,41.85,297.75,1.0376344086021505,10816.0,2001.0,12.0,30.0,6.0,13.0
297.5,308.7,1697.0,28.1,107.0,0.0,0.0,0.0,47685.700000000004,41.85,297.75,1.0376470588235294,11449.0,2001.0,12.0,30.0,6.0,14.0
297.5,308.7,1443.0,46.2,110.0,0.0,0.0,0.0,66666.6,41.85,297.75,1.0376470588235294,12100.0,2001.0,12.0,30.0,6.0,15.0
297.5,308.7,1453.0,37.6,112.0,0.0,0.0,0.0,54632.8,41.85,297.75,1.0376470588235294,12544.0,2001.0,12.0,30.0,6.0,16.0
297.4,308.6,1439.0,46.4,114.0,0.0,0.0,0.0,66769.59999999999,41.85,297.75,1.0376597175521185,12996.0,2001.0,12.0,30.0,6.0,17.0
297.4,308.6,1609.0,36.2,116.0,0.0,0.0,0.0,58245.8,41.85,297.75,1.0376597175521185,13456.0,2001.0,12.0,30.0,6.0,18.0
297.4,308.6,1324.0,59.1,118.0,0.0,0.0,0.0,78248.40000000001,41.85,297.75,1.0376597175521185,13924.0,2001.0,12.0,30.0,6.0,19.0
297.4,308.6,1420.0,45.8,120.0,0.0,0.0,0.0,65035.99999999999,41.85,297.75,1.0376597175521185,14400.0,2001.0,12.0,30.0,6.0,20.0
297.4,308.7,1545.0,36.9,125.0,0.0,0.0,0.0,57010.5,41.85,297.75,1.0379959650302624,15625.0,2001.0,12.0,30.0,6.0,21.0
297.5,308.8,1477.0,39.0,127.0,0.0,0.0,0.0,57603.0,41.85,297.75,1.037983193277311,16129.0,2001.0,12.0,30.0,6.0,22.0
297.4,308.8,1447.0,137.9,129.0,0.0,0.0,0.0,199541.30000000002,120.5,297.75,1.0383322125084062,16641.0,2001.0,12.0,30.0,6.0,23.0
297.4,308.9,1809.0,23.8,131.0,0.0,0.0,0.0,43054.200000000004,41.85,297.75,1.03866845998655,17161.0,2001.0,12.0,31.0,0.0,0.0
297.5,308.9,1696.0,30.9,133.0,0.0,0.0,0.0,52406.399999999994,41.85,297.75,1.0383193277310923,17689.0,2001.0,12.0,31.0,0.0,1.0
297.5,308.9,1427.0,44.7,135.0,0.0,0.0,0.0,63786.9,41.85,297.75,1.0383193277310923,18225.0,2001.0,12.0,31.0,0.0,2.0
297.4,308.9,1500.0,46.3,137.0,0.0,0.0,0.0,69450.0,41.85,297.75,1.03866845998655,18769.0,2001.0,12.0,31.0,0.0,3.0
297.5,308.9,1390.0,44.6,140.0,0.0,0.0,0.0,61994.0,41.85,297.75,1.0383193277310923,19600.0,2001.0,12.0,31.0,0.0,4.0
297.4,308.8,1640.0,34.2,142.0,0.0,0.0,0.0,56088.00000000001,41.85,297.75,1.0383322125084062,20164.0,2001.0,12.0,31.0,0.0,5.0
297.4,308.8,1628.0,37.4,144.0,0.0,0.0,0.0,60887.2,41.85,297.75,1.0383322125084062,20736.0,2001.0,12.0,31.0,0.0,6.0
297.3,308.6,1499.0,37.6,147.0,0.0,0.0,0.0,56362.4,41.85,297.75,1.0380087453750422,21609.0,2001.0,12.0,31.0,0.0,7.0
297.4,308.7,1425.0,50.3,152.0,0.0,0.0,0.0,71677.5,41.85,297.75,1.0379959650302624,23104.0,2001.0,12.0,31.0,0.0,8.0
297.3,308.6,1586.0,37.7,155.0,0.0,0.0,0.0,59792.200000000004,41.85,297.75,1.0380087453750422,24025.0,2001.0,12.0,31.0,0.0,9.0
297.3,308.6,1471.0,130.5,157.0,0.0,0.0,0.0,191965.5,120.5,297.75,1.0380087453750422,24649.0,2001.0,12.0,31.0,0.0,10.0
297.3,308.6,1431.0,53.0,160.0,0.0,0.0,0.0,75843.0,41.85,297.75,1.0380087453750422,25600.0,2001.0,12.0,31.0,0.0,11.0
281.2,308.6,1924.0,101.9,163.0,0.0,0.0,0.0,196055.6,120.5,283.0,1.097439544807966,26569.0,2001.0,12.0,31.0,0.0,12.0
297.1,308.4,1421.0,42.0,165.0,0.0,0.0,0.0,59682.0,41.85,297.75,1.0380343318747896,27225.0,2001.0,12.0,31.0,0.0,13.0
297.0,308.4,1305.0,54.6,168.0,0.0,0.0,0.0,71253.0,41.85,297.75,1.0383838383838384,28224.0,2001.0,12.0,31.0,0.0,14.0
296.9,308.4,1557.0,32.4,173.0,0.0,0.0,0.0,50446.799999999996,41.85,297.75,1.0387335803300775,29929.0,2001.0,12.0,31.0,0.0,15.0
296.9,308.3,1555.0,38.2,175.0,0.0,0.0,0.0,59401.00000000001,41.85,297.75,1.038396766588077,30625.0,2001.0,12.0,31.0,0.0,16.0
296.9,308.3,1474.0,39.2,177.0,0.0,0.0,0.0,57780.8,41.85,297.75,1.038396766588077,31329.0,2001.0,12.0,31.0,0.0,17.0
296.8,308.3,1506.0,45.9,182.0,0.0,0.0,0.0,69125.4,41.85,297.75,1.0387466307277629,33124.0,2001.0,12.0,31.0,0.0,18.0
296.9,308.4,1390.0,41.8,184.0,0.0,0.0,0.0,58101.99999999999,41.85,297.75,1.0387335803300775,33856.0,2001.0,12.0,31.0,0.0,19.0
296.9,308.4,1450.0,46.9,186.0,0.0,0.0,0.0,68005.0,41.85,297.75,1.0387335803300775,34596.0,2001.0,12.0,31.0,0.0,20.0
280.9,308.3,1513.0,38.8,189.0,0.0,0.0,0.0,58704.399999999994,41.85,283.0,1.0975436098255609,35721.0,2001.0,12.0,31.0,0.0,21.0
296.8,308.2,1643.0,34.7,191.0,0.0,0.0,0.0,57012.100000000006,41.85,297.75,1.0384097035040432,36481.0,2001.0,12.0,31.0,0.0,22.0
296.8,308.2,1361.0,53.8,193.0,0.0,0.0,0.0,73221.8,41.85,297.75,1.0384097035040432,37249.0,2001.0,12.0,31.0,0.0,23.0
296.7,308.1,1450.0,40.9,195.0,0.0,0.0,0.0,59305.0,41.85,297.75,1.0384226491405462,38025.0,2002.0,1.0,1.0,1.0,0.0
296.7,308.0,1451.0,50.7,197.0,0.0,0.0,0.0,73565.7,41.85,297.75,1.0380856083586114,38809.0,2002.0,1.0,1.0,1.0,1.0
296.8,308.1,1289.0,62.0,199.0,1.0,0.0,0.0,79918.0,41.85,297.75,1.0380727762803235,39601.0,2002.0,1.0,1.0,1.0,2.0
280.8,308.1,1356.0,48.3,201.0,0.0,0.0,0.0,65494.799999999996,41.85,283.0,1.0972222222222223,40401.0,2002.0,1.0,1.0,1.0,3.0
296.7,308.1,1528.0,46.3,203.0,0.0,0.0,0.0,70746.4,41.85,297.75,1.0384226491405462,41209.0,2002.0,1.0,1.0,1.0,4.0
296.6,308.0,1978.0,22.3,208.0,0.0,0.0,0.0,44109.4,41.85,297.75,1.038435603506406,43264.0,2002.0,1.0,1.0,1.0,5.0
280.7,308.0,1535.0,36.8,210.0,0.0,0.0,0.0,56487.99999999999,41.85,283.0,1.0972568578553616,44100.0,2002.0,1.0,1.0,1.0,6.0
296.8,308.1,1843.0,24.2,212.0,0.0,0.0,0.0,44600.6,41.85,297.75,1.0380727762803235,44944.0,2002.0,1.0,1.0,1.0,7.0
296.9,308.1,1422.0,48.7,215.0,0.0,0.0,0.0,69251.40000000001,41.85,297.75,1.0377231391040755,46225.0,2002.0,1.0,1.0,1.0,8.0
296.8,308.0,1536.0,40.4,217.0,0.0,0.0,0.0,62054.399999999994,41.85,297.75,1.0377358490566038,47089.0,2002.0,1.0,1.0,1.0,9.0
296.9,308.1,1483.0,44.3,219.0,0.0,0.0,0.0,65696.9,41.85,297.75,1.0377231391040755,47961.0,2002.0,1.0,1.0,1.0,10.0
296.8,308.1,1492.0,43.7,222.0,0.0,0.0,0.0,65200.4,41.85,297.75,1.0380727762803235,49284.0,2002.0,1.0,1.0,1.0,11.0
280.8,308.0,1584.0,120.2,227.0,0.0,0.0,0.0,190396.80000000002,120.5,283.0,1.0968660968660968,51529.0,2002.0,1.0,1.0,1.0,12.0
296.9,308.1,1555.0,33.7,229.0,0.0,0.0,0.0,52403.50000000001,41.85,297.75,1.0377231391040755,52441.0,2002.0,1.0,1.0,1.0,13.0
296.8,308.0,1497.0,41.7,231.0,0.0,0.0,0.0,62424.9,41.85,297.75,1.0377358490566038,53361.0,2002.0,1.0,1.0,1.0,14.0
296.7,307.8,1537.0,36.3,233.0,0.0,0.0,0.0,55793.1,41.85,297.75,1.0374115267947421,54289.0,2002.0,1.0,1.0,1.0,15.0
296.7,307.8,1505.0,39.4,236.0,0.0,0.0,0.0,59297.0,41.85,297.75,1.0374115267947421,55696.0,2002.0,1.0,1.0,1.0,16.0
296.7,307.8,1646.0,34.6,238.0,0.0,0.0,0.0,56951.600000000006,41.85,297.75,1.0374115267947421,56644.0,2002.0,1.0,1.0,1.0,17.0
296.7,307.8,1286.0,60.5,0.0,0.0,0.0,0.0,77803.0,41.85,297.75,1.0374115267947421,0.0,2002.0,1.0,1.0,1.0,18.0
296.7,307.8,1400.0,47.5,3.0,0.0,0.0,0.0,66500.0,41.85,297.75,1.0374115267947421,9.0,2002.0,1.0,1.0,1.0,19.0
296.8,307.9,1337.0,56.5,5.0,0.0,0.0,0.0,75540.5,41.85,297.75,1.037398921832884,25.0,2002.0,1.0,1.0,1.0,20.0
296.9,308.0,1332.0,53.9,7.0,0.0,0.0,0.0,71794.8,41.85,297.75,1.0373863253620748,49.0,2002.0,1.0,1.0,1.0,21.0
296.8,308.0,1561.0,38.3,9.0,0.0,0.0,0.0,59786.299999999996,41.85,297.75,1.0377358490566038,81.0,2002.0,1.0,1.0,1.0,22.0
296.9,308.0,1546.0,31.1,11.0,0.0,0.0,0.0,48080.600000000006,41.85,297.75,1.0373863253620748,121.0,2002.0,1.0,1.0,1.0,23.0
296.9,308.0,1713.0,29.3,13.0,0.0,0.0,0.0,50190.9,41.85,297.75,1.0373863253620748,169.0,2002.0,1.0,2.0,2.0,0.0
296.9,308.0,1343.0,44.5,15.0,0.0,0.0,0.0,59763.5,41.85,297.75,1.0373863253620748,225.0,2002.0,1.0,2.0,2.0,1.0
296.8,308.0,1391.0,54.4,17.0,0.0,0.0,0.0,75670.4,41.85,297.75,1.0377358490566038,289.0,2002.0,1.0,2.0,2.0,2.0
296.8,308.0,1311.0,58.6,19.0,0.0,0.0,0.0,76824.6,41.85,297.75,1.0377358490566038,361.0,2002.0,1.0,2.0,2.0,3.0
296.8,308.0,1453.0,51.0,24.0,0.0,0.0,0.0,74103.0,41.85,297.75,1.0377358490566038,576.0,2002.0,1.0,2.0,2.0,4.0
296.8,308.0,1510.0,119.2,29.0,0.0,0.0,0.0,179992.0,120.5,297.75,1.0377358490566038,841.0,2002.0,1.0,2.0,2.0,5.0
296.8,307.9,1448.0,48.8,31.0,0.0,0.0,0.0,70662.4,41.85,297.75,1.037398921832884,961.0,2002.0,1.0,2.0,2.0,6.0
296.7,307.8,1453.0,46.0,33.0,0.0,0.0,0.0,66838.0,41.85,297.75,1.0374115267947421,1089.0,2002.0,1.0,2.0,2.0,7.0
296.7,307.8,1468.0,39.2,35.0,0.0,0.0,0.0,57545.600000000006,41.85,297.75,1.0374115267947421,1225.0,2002.0,1.0,2.0,2.0,8.0
296.7,307.8,1382.0,127.3,37.0,0.0,0.0,0.0,175928.6,120.5,297.75,1.0374115267947421,1369.0,2002.0,1.0,2.0,2.0,9.0
296.7,308.0,1580.0,32.2,39.0,0.0,0.0,0.0,50876.00000000001,41.85,297.75,1.0380856083586114,1521.0,2002.0,1.0,2.0,2.0,10.0
296.8,308.0,1666.0,29.8,41.0,0.0,0.0,0.0,49646.8,41.85,297.75,1.0377358490566038,1681.0,2002.0,1.0,2.0,2.0,11.0
296.9,308.0,1409.0,50.7,43.0,0.0,0.0,0.0,71436.3,41.85,297.75,1.0373863253620748,1849.0,2002.0,1.0,2.0,2.0,12.0
296.8,308.0,1675.0,29.7,46.0,0.0,0.0,0.0,49747.5,41.85,297.75,1.0377358490566038,2116.0,2002.0,1.0,2.0,2.0,13.0
296.8,307.9,1698.0,30.8,48.0,0.0,0.0,0.0,52298.4,41.85,297.75,1.037398921832884,2304.0,2002.0,1.0,2.0,2.0,14.0
296.7,307.9,1579.0,33.4,50.0,0.0,0.0,0.0,52738.6,41.85,297.75,1.0377485675766767,2500.0,2002.0,1.0,2.0,2.0,15.0
296.7,307.9,1743.0,27.9,55.0,0.0,0.0,0.0,48629.7,41.85,297.75,1.0377485675766767,3025.0,2002.0,1.0,2.0,2.0,16.0
296.9,308.0,1497.0,44.8,57.0,0.0,0.0,0.0,67065.59999999999,41.85,297.75,1.0373863253620748,3249.0,2002.0,1.0,2.0,2.0,17.0
296.9,308.1,1741.0,28.8,60.0,0.0,0.0,0.0,50140.8,41.85,297.75,1.0377231391040755,3600.0,2002.0,1.0,2.0,2.0,18.0
296.9,308.1,1435.0,45.3,62.0,0.0,0.0,0.0,65005.49999999999,41.85,297.75,1.0377231391040755,3844.0,2002.0,1.0,2.0,2.0,19.0
296.9,308.1,1418.33,46.3,64.0,0.0,0.0,1.0,65650.00799999999,41.85,297.75,1.0377231391040755,4096.0,2002.0,1.0,2.0,2.0,20.0
296.9,308.0,1641.0,33.3,67.0,0.0,0.0,0.0,54645.299999999996,41.85,297.75,1.0373863253620748,4489.0,2002.0,1.0,2.0,2.0,21.0
296.8,307.9,1436.47,45.4,70.0,0.0,0.0,1.0,65114.92700000002,41.85,297.75,1.037398921832884,4900.0,2002.0,1.0,2.0,2.0,22.0
280.8,307.9,1611.0,35.4,72.0,0.0,0.0,0.0,57029.399999999994,41.85,283.0,1.0965099715099713,5184.0,2002.0,1.0,2.0,2.0,23.0
296.8,307.8,1373.0,42.9,74.0,0.0,0.0,0.0,58901.7,41.85,297.75,1.0370619946091644,5476.0,2002.0,1.0,3.0,3.0,0.0
296.8,307.9,1683.0,31.8,76.0,0.0,0.0,0.0,53519.4,41.85,297.75,1.037398921832884,5776.0,2002.0,1.0,3.0,3.0,1.0
296.9,307.9,1547.0,32.6,79.0,0.0,0.0,0.0,50432.200000000004,41.85,297.75,1.0370495116200742,6241.0,2002.0,1.0,3.0,3.0,2.0
280.9,307.8,1605.0,37.0,84.0,0.0,0.0,0.0,59385.0,41.85,283.0,1.0957636169455323,7056.0,2002.0,1.0,3.0,3.0,3.0
296.9,307.9,2010.0,18.9,86.0,0.0,0.0,0.0,37989.0,41.85,297.75,1.0370495116200742,7396.0,2002.0,1.0,3.0,3.0,4.0
296.8,307.7,1565.0,40.1,89.0,0.0,0.0,0.0,62756.5,41.85,297.75,1.0367250673854447,7921.0,2002.0,1.0,3.0,3.0,5.0
296.9,307.8,1828.0,24.6,91.0,0.0,0.0,0.0,44968.8,41.85,297.75,1.0367126978780736,8281.0,2002.0,1.0,3.0,3.0,6.0
297.0,307.8,1579.0,34.1,94.0,0.0,0.0,0.0,53843.9,41.85,297.75,1.0363636363636364,8836.0,2002.0,1.0,3.0,3.0,7.0
281.0,307.9,1882.0,24.2,97.0,0.0,0.0,0.0,45544.4,41.85,283.0,1.0957295373665479,9409.0,2002.0,1.0,3.0,3.0,8.0
296.9,307.8,1285.0,52.1,100.0,0.0,0.0,0.0,66948.5,41.85,297.75,1.0367126978780736,10000.0,2002.0,1.0,3.0,3.0,9.0
280.9,307.8,1571.0,35.0,102.0,0.0,0.0,0.0,54985.0,41.85,283.0,1.0957636169455323,10404.0,2002.0,1.0,3.0,3.0,10.0
296.9,307.8,1549.0,37.8,104.0,0.0,0.0,0.0,58552.2,41.85,297.75,1.0367126978780736,10816.0,2002.0,1.0,3.0,3.0,11.0
296.9,307.8,1544.0,37.6,109.0,0.0,0.0,0.0,58054.4,41.85,297.75,1.0367126978780736,11881.0,2002.0,1.0,3.0,3.0,12.0
297.0,307.9,1412.0,47.4,112.0,0.0,0.0,0.0,66928.8,41.85,297.75,1.0367003367003367,12544.0,2002.0,1.0,3.0,3.0,13.0
297.0,307.9,1422.0,53.0,115.0,0.0,0.0,0.0,75366.0,41.85,297.75,1.0367003367003367,13225.0,2002.0,1.0,3.0,3.0,14.0
297.0,307.7,1867.0,22.8,118.0,0.0,0.0,0.0,42567.6,41.85,297.75,1.036026936026936,13924.0,2002.0,1.0,3.0,3.0,15.0
296.9,307.7,1424.0,43.3,120.0,0.0,0.0,0.0,61659.2,41.85,297.75,1.0363758841360728,14400.0,2002.0,1.0,3.0,3.0,16.0
296.9,307.6,1452.0,125.5,122.0,0.0,0.0,0.0,182226.0,120.5,297.75,1.0360390703940723,14884.0,2002.0,1.0,3.0,3.0,17.0
296.9,307.7,1550.0,39.7,124.0,0.0,0.0,0.0,61535.00000000001,41.85,297.75,1.0363758841360728,15376.0,2002.0,1.0,3.0,3.0,18.0
296.8,307.6,1588.0,37.6,126.0,0.0,0.0,0.0,59708.8,41.85,297.75,1.0363881401617252,15876.0,2002.0,1.0,3.0,3.0,19.0
296.8,307.6,1338.0,44.4,128.0,0.0,0.0,0.0,59407.2,41.85,297.75,1.0363881401617252,16384.0,2002.0,1.0,3.0,3.0,20.0
296.8,307.6,1513.0,40.0,130.0,0.0,0.0,0.0,60520.0,41.85,297.75,1.0363881401617252,16900.0,2002.0,1.0,3.0,3.0,21.0
296.8,307.5,1470.0,45.9,132.0,0.0,0.0,0.0,67473.0,41.85,297.75,1.0360512129380053,17424.0,2002.0,1.0,3.0,3.0,22.0
296.8,307.5,1516.0,36.7,135.0,0.0,0.0,0.0,55637.200000000004,41.85,297.75,1.0360512129380053,18225.0,2002.0,1.0,3.0,3.0,23.0
296.8,307.6,1434.0,48.3,138.0,0.0,0.0,0.0,69262.2,41.85,297.75,1.0363881401617252,19044.0,2002.0,1.0,4.0,4.0,0.0
296.8,307.6,1368.0,52.0,140.0,0.0,0.0,0.0,71136.0,41.85,297.75,1.0363881401617252,19600.0,2002.0,1.0,4.0,4.0,1.0
296.8,307.6,1304.0,48.7,142.0,0.0,0.0,0.0,63504.8,41.85,297.75,1.0363881401617252,20164.0,2002.0,1.0,4.0,4.0,2.0
296.8,307.6,1398.0,46.7,144.0,0.0,0.0,0.0,65286.600000000006,41.85,297.75,1.0363881401617252,20736.0,2002.0,1.0,4.0,4.0,3.0
296.7,307.6,1516.0,37.4,146.0,0.0,0.0,0.0,56698.4,41.85,297.75,1.036737445230873,21316.0,2002.0,1.0,4.0,4.0,4.0
296.7,307.6,1474.0,41.7,148.0,0.0,0.0,0.0,61465.8,41.85,297.75,1.036737445230873,21904.0,2002.0,1.0,4.0,4.0,5.0
296.7,307.6,1547.0,34.7,150.0,0.0,0.0,0.0,53680.9,41.85,297.75,1.036737445230873,22500.0,2002.0,1.0,4.0,4.0,6.0
296.6,307.5,1482.0,39.9,153.0,0.0,0.0,0.0,59131.799999999996,41.85,297.75,1.0367498314227916,23409.0,2002.0,1.0,4.0,4.0,7.0
296.6,307.4,1436.0,42.8,156.0,0.0,0.0,0.0,61460.799999999996,41.85,297.75,1.0364126770060686,24336.0,2002.0,1.0,4.0,4.0,8.0
296.6,307.3,1474.0,40.0,158.0,0.0,0.0,0.0,58960.0,41.85,297.75,1.0360755225893459,24964.0,2002.0,1.0,4.0,4.0,9.0
296.5,307.2,1481.0,38.2,160.0,0.0,0.0,0.0,56574.200000000004,41.85,297.75,1.036087689713322,25600.0,2002.0,1.0,4.0,4.0,10.0
296.5,307.3,1501.0,42.1,162.0,0.0,0.0,0.0,63192.1,41.85,297.75,1.036424957841484,26244.0,2002.0,1.0,4.0,4.0,11.0
296.5,307.3,1566.0,37.2,164.0,0.0,0.0,0.0,58255.200000000004,41.85,297.75,1.036424957841484,26896.0,2002.0,1.0,4.0,4.0,12.0
296.5,307.3,1579.0,34.5,166.0,0.0,0.0,0.0,54475.5,41.85,297.75,1.036424957841484,27556.0,2002.0,1.0,4.0,4.0,13.0
296.6,307.4,1631.0,35.0,168.0,0.0,0.0,0.0,57085.0,41.85,297.75,1.0364126770060686,28224.0,2002.0,1.0,4.0,4.0,14.0
296.6,307.4,1544.0,42.3,170.0,0.0,0.0,0.0,65311.2,41.85,297.75,1.0364126770060686,28900.0,2002.0,1.0,4.0,4.0,15.0
296.6,307.4,1521.0,38.6,173.0,0.0,0.0,0.0,58710.6,41.85,297.75,1.0364126770060686,29929.0,2002.0,1.0,4.0,4.0,16.0
296.6,307.4,1616.0,28.0,175.0,0.0,0.0,0.0,45248.0,41.85,297.75,1.0364126770060686,30625.0,2002.0,1.0,4.0,4.0,17.0
296.6,307.4,1333.0,50.2,177.0,0.0,0.0,0.0,66916.6,41.85,297.75,1.0364126770060686,31329.0,2002.0,1.0,4.0,4.0,18.0
296.7,307.4,1533.0,32.5,182.0,0.0,0.0,0.0,49822.5,41.85,297.75,1.0360633636670036,33124.0,2002.0,1.0,4.0,4.0,19.0
296.6,307.4,1368.0,45.1,185.0,0.0,0.0,0.0,61696.8,41.85,297.75,1.0364126770060686,34225.0,2002.0,1.0,4.0,4.0,20.0
296.6,307.4,1465.0,47.8,187.0,0.0,0.0,0.0,70027.0,41.85,297.75,1.0364126770060686,34969.0,2002.0,1.0,4.0,4.0,21.0
296.6,307.4,1571.15,41.5,189.0,0.0,0.0,1.0,65102.472999999976,41.85,297.75,1.0364126770060686,35721.0,2002.0,1.0,4.0,4.0,22.0
296.5,307.4,1565.0,43.5,194.0,0.0,0.0,0.0,68077.5,41.85,297.75,1.0367622259696458,37636.0,2002.0,1.0,4.0,4.0,23.0
296.6,307.5,1582.0,37.9,197.0,0.0,0.0,0.0,59957.799999999996,41.85,297.75,1.0367498314227916,38809.0,2002.0,1.0,5.0,5.0,0.0
296.6,307.5,1439.0,45.5,199.0,0.0,0.0,0.0,65474.5,41.85,297.75,1.0367498314227916,39601.0,2002.0,1.0,5.0,5.0,1.0
296.6,307.5,1566.0,35.0,201.0,0.0,0.0,0.0,54810.0,41.85,297.75,1.0367498314227916,40401.0,2002.0,1.0,5.0,5.0,2.0
